Transaction_date,Product,Price,Payment_Type,Name,City,State,Country,Account_Created,Last_Login
2009-1-23 14:43,Product1,1200,Visa,Madison,Torbay,Auckland,New Zealand,2009-1-18 11:34,2009-2-1 21:31
2009-1-5 13:07,Product1,1200,Visa,Amanda,Shenfield,England,United Kingdom,2009-1-2 14:27,2009-2-1 22:27
2009-1-6 3:39,Product1,1200,Visa,Krista,Bergen,Hordaland,Norway,2005-9-20 1:58,2009-2-2 0:08
2009-1-15 15:26,Product1,1200,Visa,Sarah,Bolton,England,United Kingdom,2009-1-15 8:16,2009-2-2 0:53
2009-1-23 4:47,Product1,1200,Mastercard,Sarah,Sandymount,Dublin,Ireland,2006-1-16 8:48,2009-2-2 2:12
2009-1-12 10:05,Product2,3600,Amex,Pamela,Bellinzona,Ticino,Switzerland,2007-9-3 13:23,2009-2-2 5:16
2009-1-30 5:13,Product1,1200,Visa,Christine,Antwerpen,Antwerpen,Belgium,2006-1-3 13:57,2009-2-2 5:45
2009-1-14 10:32,Product3,7500,Mastercard,Diana,Campinas,Sao Paulo,Brazil,2008-11-5 7:03,2009-2-2 5:54
2009-1-12 8:13,Product1,1200,Amex,mary,Nacka,Stockholm,Sweden,2006-3-8 4:32,2009-2-2 6:01
2009-1-27 8:11,Product1,1200,Visa,Helena,Fremont                     ,CA,United States,2009-1-27 8:05,2009-2-2 6:08
2009-1-30 17:33,Product1,1200,Visa,nina,Warwick,Queensland,Australia,2009-1-25 22:36,2009-2-2 6:13
2009-1-15 9:52,Product1,1200,Amex,Mark,Holmdel                     ,NJ,United States,2009-1-15 8:36,2009-2-2 7:00
2009-1-13 11:54,Product1,1200,Visa,alice and rudolf,Baltimore                   ,MD,United States,2009-1-8 11:11,2009-2-2 8:01
2009-1-21 11:00,Product1,1200,Visa,Costanza,Saggart,Dublin,Ireland,2009-1-19 10:11,2009-2-2 8:29
2009-1-16 11:49,Product1,1200,Mastercard,Yoko,Andover                     ,MA,United States,2008-2-18 18:56,2009-2-2 8:53
2009-1-1 9:35,Product1,1200,Mastercard,Barbara,La Crescenta                ,CA,United States,2008-12-31 17:51,2009-2-2 10:27
2009-1-13 5:58,Product1,1200,Mastercard,Kit,Suwanee                     ,GA,United States,2009-1-5 21:12,2009-2-2 13:13
2009-1-6 16:08,Product2,3600,Visa,cristina,Seattle                     ,WA,United States,2005-3-14 16:39,2009-2-2 14:17
2009-1-5 10:25,Product1,1200,Amex,linda,Arlington                   ,VA,United States,2008-10-11 3:50,2009-2-2 16:13
2009-1-4 21:08,Product1,1200,Mastercard,Christyna,Calgary,Alberta,Canada,2008-1-21 20:11,2009-2-2 18:50
2009-1-12 20:43,Product1,1200,Visa,Alicja ,Kenmore                     ,WA,United States,2009-1-12 20:31,2009-2-2 20:26
2009-1-17 3:22,Product1,1200,Visa,Rachel,Fresno                      ,CA,United States,2008-2-1 12:45,2009-2-2 20:35
2009-1-18 11:17,Product1,1200,Amex,Rachel,Atascadero                  ,CA,United States,2008-3-11 13:35,2009-2-2 22:49
2009-1-27 9:01,Product1,1200,Visa,Jan,Barcelona,Catalonia,Spain,2008-5-29 12:23,2009-2-3 0:59
2009-1-8 8:11,Product1,1200,Diners,Karin,High Wycombe,England,United Kingdom,2009-1-8 7:00,2009-2-3 1:54
2009-1-26 23:28,Product2,3600,Amex,ron ,Tsaritsyno,Moscow City,Russia,2006-12-7 8:26,2009-2-3 2:10
2009-1-10 21:35,Product1,1200,Mastercard,Sharon,Ajax,Ontario,Canada,2008-8-7 6:17,2009-2-3 3:42
2009-1-11 6:01,Product1,1200,Mastercard,Anna,New York                    ,NY,United States,2009-1-1 10:24,2009-2-3 4:25
2009-1-19 14:53,Product1,1200,Mastercard,Laura,Fairfield                   ,IA,United States,2008-12-12 5:18,2009-2-3 5:40
2009-1-22 7:14,Product1,1200,Visa,Yana,North Bay,Ontario,Canada,2006-10-11 19:22,2009-2-3 6:36
2009-1-15 8:12,Product1,1200,Visa,Katherine,Marietta                    ,GA,United States,2009-1-13 10:03,2009-2-3 7:44
2009-1-7 6:33,Product1,1200,Diners,Therese,Clontarf,Dublin,Ireland,2008-6-15 8:08,2009-2-3 7:51
2009-1-12 8:05,Product1,1200,Amex,Francoise ,Danville                    ,PA,United States,2009-1-12 6:44,2009-2-3 8:01
2009-1-28 13:03,Product2,3600,Amex,Elizabeth,Okotoks,Alberta,Canada,2008-9-10 6:53,2009-2-3 9:13
2009-1-25 8:54,Product1,1200,Amex,Corinne,Anthem                      ,AZ,United States,2006-3-26 17:32,2009-2-3 9:50
2009-1-5 10:08,Product1,1200,Visa,Ec,Clonmel,Tipperary,Ireland,2009-1-5 7:47,2009-2-3 10:21
2009-1-5 19:29,Product1,1200,Visa,Carmen,Arlington                   ,VA,United States,2008-4-29 16:09,2009-2-3 10:23
2009-1-7 19:06,Product2,3600,Amex,Brittany,Orlando                     ,FL,United States,2004-8-10 3:30,2009-2-3 11:32
2009-1-23 11:33,Product1,1200,Mastercard,Sandrine,Walnut Creek                ,CA,United States,2009-1-22 23:31,2009-2-3 11:49
2009-1-3 21:11,Product1,1200,Mastercard,asuncion ,Centennial                  ,CO,United States,2008-12-3 13:00,2009-2-3 11:50
2009-1-11 17:28,Product1,1200,Visa,Sophie,Newtown                     ,CT,United States,2009-1-11 11:50,2009-2-3 12:21
2009-1-21 20:18,Product1,1200,Amex,Henrietta,Vancouver,British Columbia,Canada,2007-7-6 23:53,2009-2-3 12:22
2009-1-24 10:23,Product1,1200,Visa,DD,York,England,United Kingdom,2008-8-19 12:58,2009-2-3 12:57
2009-1-7 14:55,Product1,1200,Visa,Jennifer,Drogheda,Louth,Ireland,2006-9-21 2:39,2009-2-3 13:36
2009-1-29 10:38,Product1,1200,Visa,samuel,Saddle Brook                ,NJ,United States,2009-1-29 9:08,2009-2-3 14:39
2009-1-8 14:04,Product1,1200,Amex,Angelina  Patrick,San Diego                   ,CA,United States,2009-1-7 17:01,2009-2-3 14:57
2009-1-31 21:50,Product1,1200,Visa,Sven,Issaquah                    ,WA,United States,2009-1-31 21:01,2009-2-3 16:30
2009-1-1 16:00,Product1,1200,Visa,Toni,Bolton,England,United Kingdom,2008-10-7 15:19,2009-2-3 16:45
2009-1-30 13:13,Product1,1200,Visa,Patrick,Lexington                   ,MA,United States,2009-1-30 12:44,2009-2-3 17:14
2009-1-27 16:50,Product1,1200,Visa,jason,Altadena                    ,CA,United States,2008-12-28 14:42,2009-2-3 18:09
2009-1-30 7:42,Product1,250,Visa,Tabatha,Altadena                    ,CA,United States,2008-12-28 14:42,2009-2-3 18:09
2009-1-17 15:48,Product2,3600,Visa,Aline,Davis                       ,CA,United States,2005-1-8 14:03,2009-2-3 19:14
2009-1-12 11:40,Product2,3600,Visa,Debra,Toronto,Ontario,Canada,2008-12-30 6:59,2009-2-3 19:42
2009-1-30 20:27,Product1,1200,Mastercard,Natasha,Pasadena                    ,CA,United States,2009-1-30 20:02,2009-2-3 23:39
2009-1-27 18:35,Product1,1200,Mastercard,Melinda,Buffalo Grove               ,IL,United States,2009-1-27 18:28,2009-2-3 23:42
2009-1-16 12:47,Product1,1200,Visa,Luc1nda,London,England,United Kingdom,2004-12-12 15:18,2009-2-4 2:13
2009-1-2 2:50,Product1,1200,Visa,Kim,Newcastle,Wicklow,Ireland,2005-10-12 6:56,2009-2-4 2:19
2009-1-21 5:39,Product1,1200,Amex,Britlyn ,Norwalk                     ,CT,United States,2008-11-4 9:51,2009-2-4 4:31
2009-1-28 1:28,Product1,1200,Diners,Adam,Besancon,Franche-Comte,France,2009-1-26 2:28,2009-2-4 5:39
2009-1-8 13:33,Product1,1200,Visa,Mimi,Monte-Carlo, ,Monaco,2006-9-23 13:19,2009-2-4 6:16
2009-1-22 12:09,Product1,1200,Visa,Liann,Monaco, ,Monaco,2009-1-22 11:32,2009-2-4 6:28
2009-1-20 8:23,Product1,1200,Mastercard,Sarah,Floyds Knobs                ,IN,United States,2005-10-12 17:17,2009-2-4 8:16
2009-1-2 7:47,Product1,1200,Diners,Naseer,London,England,United Kingdom,2008-12-8 6:45,2009-2-4 8:50
2009-1-11 4:55,Product1,1200,Amex,Caroline,Marietta                    ,GA,United States,2006-4-12 18:20,2009-2-4 9:22
2009-1-23 7:47,Product1,1800,Amex,Karena,Marietta                    ,GA,United States,2006-4-12 18:20,2009-2-4 9:22
2009-1-21 23:19,Product1,1200,Amex,janet,Hon                         ,HI,United States,2008-9-4 16:51,2009-2-4 11:11
2009-1-11 4:29,Product3,7500,Visa,Hans,Knoxville                   ,TN,United States,2008-8-28 6:20,2009-2-4 12:17
2009-1-11 4:39,Product1,1200,Visa,Sandra  Thierry  Zoe,Knoxville                   ,TN,United States,2008-8-28 6:20,2009-2-4 12:17
2009-1-10 8:13,Product1,1200,Mastercard,Eleanor,Edinburgh,Scotland,United Kingdom,2008-7-31 22:34,2009-2-4 13:08
2009-1-22 12:55,Product1,1200,Visa,Anna,Paris,Ile-de-France,France,2007-8-17 4:34,2009-2-4 13:12
2009-1-17 15:00,Product1,1200,Visa,Cara ,Humble                      ,TX,United States,2007-3-12 14:55,2009-2-4 13:29
2009-1-4 14:06,Product1,1200,Visa,carolien,Mashpee                     ,MA,United States,2009-1-4 12:21,2009-2-4 13:45
